集計日,key,タイトル,Age,観測遅延日数,観測日数,累計PV,累計スキ,コメント数,スキ率(%),スキ率トレンド(pp),後期14日平均PV,初速PV(7日),ピーク日次PV,ピーク到達日数,ハーフライフ(日),中期平均PV,後期平均PV,持続率,安定性スコア,成長タイプ,質スコア
2026-08-21,n38437d0f3242,調査を「楽」にするために、AIに「プロの調査ルール」を移植してみた｜アナリスト・プロンプト,207,1,207,314,21,0,6.69,0.52,0.0,35.0,9.0,4.0,2.0,0.6,0.1,0.02,0.427,🎆 バースト型,59.0
2026-08-21,n69f2daa43697,【AIアート/イラスト】VOW SERIES — Dark Fantasy Art（プロンプト公開）,240,0,239,276,41,8,14.86,-0.44,0.0,224.0,122.0,0.0,3.0,1.7,0.1,0.003,0.272,🎆 バースト型,58.9
2026-08-21,n25b998d0f4b1,Claude Fable 5を使い倒してダッシュボードを改訂したら、改訂されたんはワイの方やった｜AI活用｜生成AI｜Claude｜プロンプト設計｜ダッシュボード｜データ可視化｜,70,0,72,2237,271,25,12.11,-1.31,0.93,1870.0,536.0,0.0,4.0,13.6,1.3,0.005,0.278,🎆 バースト型,58.9
2026-08-21,ndda6aa6d3fb1,IRを読むと、裏側の配管が見える！？（noteで遊ぶコスト構造）,175,0,176,391,49,24,12.53,-0.07,0.0,366.0,154.0,1.0,2.0,0.3,0.1,0.002,0.28,🎆 バースト型,58.9
2026-08-21,n093920fe2ad0,【限定公開/GPTs付き】ChatGPTに“妥当性％付きで会議させる”_「Verbalized Sampling(VS)中級テンプレ」,279,0,278,131,11,2,8.4,-0.63,0.0,96.0,36.0,1.0,3.0,0.3,0.1,0.007,0.342,🎆 バースト型,58.9
2026-08-21,na5f2da44ab86,挫折ゼロ！？目標プロンプト10本活用図解,229,1,228,271,32,8,11.81,-0.64,0.14,176.0,53.0,4.0,2.0,1.0,0.2,0.008,0.272,🎆 バースト型,58.8
2026-08-21,na39f8bd0d904,架空のファッションブランドを、深夜のノリで作ったで｜GPT-Image-2｜画像生成AI｜ChatGPT｜デザイン｜ブランドポスター｜,115,0,116,832,142,40,17.07,-0.87,0.29,648.0,357.0,0.0,3.0,5.4,2.6,0.028,0.232,🎆 バースト型,58.8
2026-08-21,n3214d31743ff,【AIアート/イラスト】 メリークリスマス,239,0,238,247,30,6,12.15,0.36,0.0,224.0,147.0,0.0,2.0,0.4,0.1,0.003,0.275,🎆 バースト型,58.7
2026-08-21,n37fcc28a1103,【保存版】「難しすぎて分からん」って言われたから、理論を捨てて“カンペ”だけ作った,244,0,243,344,50,4,14.53,-0.17,0.0,255.0,143.0,0.0,3.0,2.6,0.2,0.005,0.263,🎆 バースト型,58.7
2026-08-21,n4d3268312eea,300本以上書いて、自分のnoteを一番わかってなかったのはワイやった｜AI活用｜note運営｜データ分析｜自己紹介｜,133,0,134,390,75,28,19.23,-0.42,0.0,308.0,214.0,0.0,2.0,2.1,0.5,0.011,0.25,🎆 バースト型,58.7
2026-08-21,n0e5379230786,配ったツールが、知らんとこで一枚化けとった話｜SNAP KAITARO｜AI活用｜生成AI｜NanoBanana｜,66,1,67,1244,146,31,11.74,-0.1,0.86,366.0,111.0,4.0,1.0,4.0,0.7,0.013,0.265,🎆 バースト型,58.7
2026-08-21,n8894a18d51c1,保有株の損益、もう手計算しない｜Googleスプレッドシート＋Pythonで自動可視化する方法,351,72,278,272,12,0,4.41,-0.01,1.29,,,,,,,,0.359,🌙 スリーパー型,58.6
2026-08-21,ne4b73186f941,【AIアート】その向こうに何があるか。,234,0,233,228,61,13,26.75,-0.37,0.0,194.0,78.0,1.0,3.0,0.7,0.1,0.004,0.257,🎆 バースト型,58.6
2026-08-21,nff37ed41f1a4,ただいまデジタルデトックス中。なお、告知は今さらです｜生成AI｜画像生成｜AI活用｜コラム｜,31,1,32,738,90,25,12.2,-0.12,0.21,231.0,76.0,2.0,3.0,0.8,0.0,0.0,0.275,🎆 バースト型,58.6
2026-08-21,na7bea569cf06,【2025総決算】数字は嘘つかへん。ダッシュボードをAIと「検死」して分かった、生存戦略の正体,233,0,232,234,34,15,14.53,0.13,0.0,207.0,128.0,0.0,2.0,0.7,0.1,0.003,0.261,🎆 バースト型,58.6
2026-08-21,n303c3d8818f9,【AIアート/イラスト】水彩迷子は、妖怪に救われた,201,0,202,370,53,16,14.32,-0.5,0.0,306.0,148.0,0.0,3.0,1.0,0.3,0.007,0.256,🎆 バースト型,58.6
2026-08-21,ndc6853aa00d6,材料屋だったワイが、noteとAIで遊び始めた話｜note運営｜プロンプト設計｜はじめてのnote｜自己紹介｜,77,0,79,704,95,42,13.49,0.19,0.86,538.0,275.0,0.0,3.0,4.7,1.2,0.016,0.248,🎆 バースト型,58.6
2026-08-21,n99aeb0e59463,世界線はテキスト、微調整はJSON。実験から見えた“二刀流プロンプト術”,255,0,254,204,26,0,12.75,-0.22,0.0,164.0,96.0,0.0,2.0,0.7,0.1,0.004,0.265,🎆 バースト型,58.6
2026-08-21,ne853a5e34d26,【無料プロンプト付き】Self-Managed Assistant ─ AIが「文脈を守る」日。Reflective Counter Modeの進化形,278,0,277,197,23,4,11.68,-1.1,0.0,129.0,80.0,0.0,2.0,0.8,0.2,0.011,0.261,🎆 バースト型,58.5
2026-08-21,n44108f527a29,コピペでできるサクッとデータ分析。「Googleスプレッドシート × Pythonで“週データ”を自動集計して“月トレンド”の可視化」─ Colab × Plotlyで一瞬グラフ化する方法。,289,10,278,214,7,0,3.27,-0.13,0.07,,,,,,,,0.561,❓ データ不足,58.5
2026-08-21,n20327bbb52a0,朝の曲に「お前、ほんまに本音で生きてるか」って言われた気がした｜エッセイ｜気づき｜人生｜コラム｜,131,-1,133,597,71,19,11.89,0.27,0.0,212.0,64.0,2.0,1.0,0.8,0.2,0.007,0.265,🎆 バースト型,58.5
2026-08-21,nf5a0605f6804,誰かの創作に火をつけられて、自分も動画を作っていた,171,0,172,516,61,24,11.82,-0.05,0.0,480.0,256.0,0.0,3.0,1.2,0.1,0.001,0.272,🎆 バースト型,58.5
2026-08-21,nd09c056ecbfb,【PR】クマだけが知る酒の商業ポスターを、Pollo AIで作ってみた｜PolloAI｜GPT Image 2｜,118,0,119,513,68,17,13.26,0.25,0.07,477.0,245.0,0.0,3.0,1.0,0.5,0.007,0.257,🎆 バースト型,58.5
2026-08-21,n37bc620cf0d1,応援｜Youtuber、創ってみませんか？！｜PROJECT：HUNK｜創作大賞｜やってみた｜創作｜,116,-1,118,681,73,46,10.72,0.43,0.14,230.0,81.0,0.0,3.0,1.4,0.9,0.027,0.251,🎆 バースト型,58.5
2026-08-21,ne111fbd64a31,Codex Sites、地味にやばい。アイデアマンが“動くもの”を持ち始める時代が来るかもしれん｜Codex Sites｜AI活用|生成AI｜ロトタイピング｜,74,0,76,2109,307,19,14.56,-2.83,1.14,1433.0,796.0,0.0,3.0,20.9,4.4,0.021,0.231,🎆 バースト型,58.4
2026-08-21,n1fa4bb5fc160,SAMUNE PRESSをうる前に、一度整理してみた | 画像生成AI | AI活用 | プロンプト |,40,1,41,778,86,20,11.05,-0.66,0.29,218.0,80.0,2.0,3.0,1.9,0.1,0.003,0.272,🎆 バースト型,58.3
2026-08-21,nda146c0ae117,気づいたら、ただの卵に全力を注いでいた｜エッセイ｜日記｜やってみた｜生成AI｜,105,0,105,598,92,41,15.38,-0.16,0.07,560.0,282.0,0.0,3.0,0.9,0.2,0.003,0.252,🎆 バースト型,58.3
2026-08-21,n702fe66aa98d,【AIアート/イラスト】AIで「ポストカード水彩」再現してみた,202,0,203,447,82,12,18.34,-1.76,0.07,349.0,136.0,1.0,2.0,1.3,0.4,0.008,0.242,🎆 バースト型,58.3
2026-08-21,n416797a1f095,AIを動かすレトリック術：中学生向けにやさしく、社長を黙らせろ（2026）,210,0,211,328,39,11,11.89,-0.26,0.07,303.0,151.0,0.0,3.0,0.4,0.1,0.002,0.263,🎆 バースト型,58.3
2026-08-21,n3ab972786aa0,Note非公式APIでできることを整理してみた,196,0,197,570,69,16,12.11,-2.34,0.07,359.0,175.0,0.0,3.0,4.5,0.9,0.018,0.239,🎆 バースト型,58.2
2026-08-21,n658b04d856df,AI検索に最適化しようとしたら、自分の関西弁が戦犯やった｜AI活用｜生成AI｜書き方｜,134,0,135,374,55,32,14.71,0.68,0.07,328.0,196.0,0.0,3.0,1.3,0.2,0.004,0.248,🎆 バースト型,58.2
2026-08-21,n94cf90d2fbe7,やる気よりスキル。社内AI活用もnote運用も変わった話｜note運用｜最近の学び｜学び｜試行錯誤｜仕事｜エッセイ｜,76,0,78,746,105,29,14.08,0.07,0.0,694.0,434.0,0.0,2.0,2.0,0.1,0.001,0.253,🎆 バースト型,58.2
2026-08-21,n7fdf6f8905f2,【AIアート】ブランドの格好をイメージから作成できるのか。,213,1,213,342,35,18,10.23,0.07,0.07,93.0,30.0,2.0,3.0,0.7,0.2,0.015,0.263,🎆 バースト型,58.2
2026-08-21,n000adbea1df9,【検証】noteのView数が伸びる仕組みを、数式なしで整理してみた：Re,191,0,192,531,75,23,14.12,-0.36,0.21,455.0,183.0,0.0,3.0,1.9,0.2,0.003,0.247,🎆 バースト型,58.1
2026-08-21,n72bd2476f5d0,【AIアート/イラスト】動物AIアートがむずいので、生物を「護符」にして突破した。,192,0,193,498,96,29,19.28,-1.45,0.14,405.0,206.0,0.0,3.0,0.9,0.5,0.009,0.235,🎆 バースト型,58.1
2026-08-21,nfab047768b25,続・note記事には「消費期限」がある（気がする）。経過日数ごとの“日次ビュー減衰”を箱ひげ図で可視化する手法,190,0,191,483,92,21,19.05,-0.04,0.0,415.0,180.0,1.0,2.0,1.6,0.2,0.003,0.241,🎆 バースト型,58.1
2026-08-21,n0fb91ccbdb4e,【AIアート】捨てるのは紙か、未来か。,197,0,198,304,45,18,14.8,-0.09,0.07,272.0,167.0,0.0,3.0,0.9,0.1,0.003,0.246,🎆 バースト型,58.1
2026-08-21,nd23133bef885,【AIアート】AIは“美術館っぽいアート”に寄せられるのか？,211,0,212,430,56,18,13.02,0.09,0.0,396.0,210.0,0.0,3.0,0.3,0.2,0.004,0.248,🎆 バースト型,58.1
2026-08-21,n49b6b326514d,“見た側が考え始める絵”はつくれるのか｜アート｜創作｜ペンアート｜,117,0,118,436,69,11,15.83,-0.41,0.07,379.0,266.0,0.0,2.0,1.6,0.7,0.013,0.232,🎆 バースト型,58.1
2026-08-21,ncfabab6d1e2b,寝てもスッキリせん人へ：朝の光と朝食が効く理由,177,0,178,382,79,24,20.68,-0.04,0.0,341.0,199.0,0.0,3.0,0.8,0.2,0.004,0.241,🎆 バースト型,58.1
2026-08-21,n236b3352fde3,noteが“推したい記事”を公開情報から逆算してみた,188,0,189,554,104,35,18.77,-0.09,0.0,438.0,199.0,0.0,3.0,2.7,0.4,0.006,0.237,🎆 バースト型,58.1
2026-08-21,n879ba96f5373,【AIアート/イラスト】ヘッダー落ちしたけど気に入ってる1枚　第三弾,237,0,236,244,32,10,13.11,-0.12,0.0,197.0,80.0,1.0,3.0,1.1,0.1,0.004,0.247,🎆 バースト型,58.1
2026-08-21,n88f910148cfb,【3日限定】SAMUNE PRESS作例とティザー版を公開 | AI活用 | 画像生成AI | 期間限定 |,45,0,47,1004,98,38,9.76,-0.51,0.29,942.0,392.0,0.0,3.0,2.2,0.7,0.005,0.282,🎆 バースト型,58.1
2026-08-21,n081a5b200523,え、選ばれてたん？ワイのGPTsが“先週のスキ最多”になってた件,276,0,275,246,33,0,13.41,0.63,0.0,208.0,135.0,0.0,2.0,1.3,0.0,0.0,0.253,🎆 バースト型,58.1
2026-08-21,n3bc5560c332b,人間に優しいYAML、機械に強いJSON：プロンプト運用の落とし所,227,1,226,370,52,11,14.05,-0.34,0.0,218.0,68.0,2.0,3.0,3.8,0.3,0.01,0.239,🎆 バースト型,58.1
2026-08-21,nb6fa167babed,動画にできなかった企画の、ストーリーだけ残しておく｜AI活用｜生成AI｜画像生成AI｜動画生成AI｜,102,-1,103,651,96,27,14.75,0.33,0.0,236.0,76.0,0.0,3.0,1.4,0.2,0.006,0.242,🎆 バースト型,58.1
2026-08-21,nf4b2a8e8ad77,ワイのnoteが『封印されたメモ帳』から『国際色豊かな実験場』に進化するまで,220,1,219,371,56,14,15.09,-0.08,0.0,285.0,95.0,5.0,1.0,0.3,0.1,0.002,0.241,🎆 バースト型,58.0
2026-08-21,n5e5b2be5a43d,AIに「ベタやな」と一蹴された、ワイの脳内OS再起動マニュアル 6冊,205,0,206,384,43,11,11.2,-0.25,0.0,351.0,138.0,1.0,3.0,0.4,0.2,0.004,0.259,🎆 バースト型,58.0
2026-08-21,n53dcc76accbc,RPG診断で「魔王」！？拗らせて診断プロンプト作ってもうた｜ChatGPT｜生成AI｜AI活用｜プロンプト｜診断｜,64,1,65,1060,131,36,12.36,-0.61,0.57,324.0,103.0,2.0,3.0,2.5,0.7,0.015,0.235,🎆 バースト型,58.0
2026-08-21,n47e9f83d5be4,【検証】ワイがAIをどう扱ってきたか、画像にしたら“人格”が割れた,211,0,212,649,74,27,11.4,1.62,0.07,451.0,256.0,0.0,2.0,1.9,1.3,0.02,0.234,🎆 バースト型,58.0
2026-08-21,n4a728c90e80a,AIイラストで“その人らしさ”が出せへん時、どう向き合うか｜画像生成AI｜デザイン｜創作｜,131,0,132,550,93,23,16.91,0.0,0.0,499.0,290.0,0.0,3.0,1.6,0.2,0.003,0.241,🎆 バースト型,58.0
2026-08-21,n4df26924361c,「癒し×気づき×笑い」を画像に翻訳しようとしたら、キノコが出てきた話｜創作｜AI活用｜生成AI｜画像生成AI｜,136,0,137,600,156,38,26.0,0.44,0.0,539.0,293.0,0.0,3.0,1.5,0.3,0.004,0.236,🎆 バースト型,58.0
2026-08-21,n69248aa87f12,余白の妖精を召喚したはずが、静かな構造体が出てきた話｜創作｜AI活用｜生成AI｜画像生成AI｜,139,0,140,665,132,24,19.85,-0.34,0.14,608.0,315.0,0.0,3.0,1.3,0.4,0.005,0.236,🎆 バースト型,58.0
2026-08-21,n097e5b798056,プロンプト教、構造派に入信した話｜AI活用|生成AI|ChatGPT|note運用|最近の学び|,145,0,146,637,113,22,17.74,-0.34,0.21,581.0,304.0,0.0,3.0,1.3,0.4,0.005,0.237,🎆 バースト型,58.0
2026-08-21,n6a60dcb7331c,【AIイラスト】記事サムネの振り返り｜2026年2月の制作ログ｜イラスト｜アート｜サムネ｜,164,0,165,430,62,25,14.42,0.14,0.0,360.0,169.0,0.0,3.0,1.7,0.3,0.006,0.24,🎆 バースト型,58.0
2026-08-21,n05348e338123,OASOBI第7回|参加表明|文字の中にみんなを住まわせた|OとIは敵｜2/20公開,186,0,187,467,62,34,13.28,0.03,0.0,438.0,237.0,0.0,3.0,0.6,0.1,0.002,0.248,🎆 バースト型,58.0
2026-08-21,n60a95ed89a82,【AIアート/イラスト】切り抜き×逆光×投影の再現,198,0,199,364,56,14,15.38,0.06,0.0,316.0,168.0,0.0,3.0,0.8,0.2,0.004,0.236,🎆 バースト型,57.9
2026-08-21,n109b8114e303,【AIアート/イラスト】ヘッダー落ちしたけど気に入ってる1枚　第四弾,203,0,204,412,69,8,16.75,-0.3,0.0,351.0,128.0,1.0,3.0,1.6,0.2,0.004,0.234,🎆 バースト型,57.9
2026-08-21,n07d205a19603,AIの7つの力・2026版 ｜「プロンプトが消える時代」の地図を描いてみた話 ｜AIエージェント｜MCP｜プロンプト｜コンテキスト設計｜,123,0,124,673,86,16,12.78,-0.23,0.14,590.0,324.0,0.0,2.0,2.4,0.7,0.008,0.238,🎆 バースト型,57.9
2026-08-21,ne8a094da87d8,耳は2つなのに、イヤホンが増えていく話｜イヤホン｜オーディオ沼｜SNS｜ガジェット｜,71,0,73,722,83,20,11.5,-0.62,0.14,632.0,330.0,0.0,2.0,3.0,0.5,0.006,0.251,🎆 バースト型,57.9
2026-08-21,nafb9b4e375ab,今回はほんまに寿命が削れた話｜画像生成AI｜デザイン｜学び｜気づき｜,120,0,121,479,69,21,14.41,0.0,0.07,433.0,279.0,0.0,2.0,1.3,0.5,0.008,0.231,🎆 バースト型,57.8
2026-08-21,nbe6ef7fc6e07,OASOBI第7回・後日談｜同じワードで、世界線がいっぱい生えた件,179,0,180,430,60,25,13.95,-0.07,0.0,386.0,212.0,0.0,3.0,1.0,0.1,0.002,0.237,🎆 バースト型,57.8
2026-08-21,nb4688e695fe6,「平気やで」の奥にあったしんどさを、曲と画像で置いてみた｜エッセイ｜日常｜振り返り｜創作｜,98,0,98,410,83,14,20.24,0.14,0.0,375.0,249.0,0.0,2.0,1.0,0.2,0.004,0.23,🎆 バースト型,57.8
2026-08-21,ndab2c65784a4,ちょっとやらかした。昨日V1を出したのに、もうV5ができた話｜AI活用｜生成AI｜試行錯誤｜,127,0,128,406,64,25,15.76,-0.18,0.0,377.0,258.0,0.0,2.0,0.8,0.3,0.006,0.229,🎆 バースト型,57.8
2026-08-21,n7c0ac8c69fcb,会員証のついでに、FC動画まで作ってもうた話｜ファンクラブ｜ダルメイ｜AI動画｜,153,0,154,538,66,37,12.27,-0.06,0.0,498.0,313.0,0.0,3.0,1.3,0.2,0.003,0.244,🎆 バースト型,57.8
2026-08-21,naa550d1a45bf,noteのタグを1万件ほど、数理モデルでコネコネしてみた話ｗ,194,0,195,437,89,10,20.37,0.06,0.0,365.0,174.0,0.0,3.0,1.6,0.3,0.006,0.227,🎆 バースト型,57.8
2026-08-21,naeba43ec067a,ギャルを召喚したらコメントが消えた話｜召喚企画｜ブランド実験｜AIアート｜,99,0,99,548,83,58,15.15,-0.28,0.07,498.0,303.0,0.0,2.0,1.5,0.3,0.004,0.23,🎆 バースト型,57.7
2026-08-21,nee997e61457a,【314文字の実験】Noteのアルゴリズムをハックしたい。,176,0,177,448,65,52,14.51,-0.06,0.14,404.0,217.0,0.0,3.0,0.8,0.2,0.003,0.233,🎆 バースト型,57.7
2026-08-21,n9605484b22ec,何を作ったのかを“雰囲気ごと”受け取る最近の学び｜試行錯誤｜日記｜エッセイ｜capcut｜,146,0,147,495,76,45,15.35,0.52,0.0,468.0,303.0,0.0,2.0,0.6,0.2,0.003,0.232,🎆 バースト型,57.7
2026-08-21,nee2cf5453f61,初期の実写を掘り返したら、まだ普通に好きやった｜AIアート｜創作｜,166,0,167,459,52,22,11.33,0.48,0.07,412.0,217.0,0.0,3.0,1.3,0.2,0.003,0.249,🎆 バースト型,57.7
2026-08-21,n9f271d5f24b1,Note運営｜ビュー数とスキで見る“成長の品質”｜毎日ログの4象限,185,0,186,572,98,20,17.13,0.03,0.0,483.0,237.0,0.0,3.0,1.7,0.4,0.006,0.227,🎆 バースト型,57.7
2026-08-21,n315f615c46be,わかってても折れかける。アニメ顔の再現ってほんま難しい｜画像生成AI｜創作｜デザイン｜試行錯誤｜,124,-1,126,647,87,30,13.45,0.04,0.0,311.0,104.0,0.0,3.0,0.9,0.3,0.007,0.231,🎆 バースト型,57.7
2026-08-21,ne2c1b7ed560e,ModayCafeってなんやんねん。｜AIアート｜Cafe｜イラスト｜,116,0,117,519,69,37,13.29,-0.24,0.0,467.0,309.0,0.0,2.0,1.3,0.7,0.01,0.227,🎆 バースト型,57.7
2026-08-21,n654a9c124c77,会心のプロンプト、もう消えへんで。ポン出しビルダーV3.1の話｜AI活用｜生成AI｜画像生成AI｜プロンプト｜プロンプト設計｜＃410,60,1,61,1219,66,7,5.41,-1.53,2.43,301.0,85.0,4.0,1.0,10.6,4.8,0.112,0.363,🎆 バースト型,57.7
2026-08-21,n7e35b947e3de,設計図（MAPS）×変換機（NotebookLM）×スコア（KPI）で回した2025年,235,0,234,267,53,15,19.85,-1.34,0.0,219.0,139.0,0.0,2.0,1.2,0.1,0.003,0.228,🎆 バースト型,57.7
2026-08-21,n7f1cd30e676e,1500人に見守られて、ワイの謎noteは今日も育っている｜note運用｜PR｜AI活用|生成AI｜,65,0,67,1113,122,36,10.96,-0.03,0.07,1045.0,561.0,0.0,3.0,2.6,0.2,0.001,0.254,🎆 バースト型,57.7
2026-08-21,n6d56da64f5cb,たぶん寝ぼけて作ったサムネ｜それも含めて2026年1月の記録｜振り返り｜生成AI｜,106,0,106,438,74,26,16.89,-0.17,0.0,404.0,266.0,0.0,2.0,0.7,0.3,0.005,0.227,🎆 バースト型,57.7
2026-08-21,na26fb55ec4a4,政党ラスボス図鑑：AI視点で見る“争点の輪郭”,204,0,205,431,49,19,11.37,0.12,0.0,381.0,162.0,1.0,3.0,0.9,0.2,0.004,0.242,🎆 バースト型,57.6
2026-08-21,n4e3b37671a90,展示で出会ったパネル群を、ワイの脳ミソ用に翻訳してみた話｜デザイン｜生成AI｜展示｜アート｜,86,1,86,489,82,24,16.77,-0.15,0.0,138.0,147.0,10.0,1.0,20.5,0.1,0.005,0.223,📉 フェード型,57.6
2026-08-21,nd6ba237c0eb7,アレニウスに用いるMTTFの概念：信頼性試験におけるMTTFの役割,346,67,278,239,8,2,3.35,3.2,0.5,,,,,,,,0.505,💤 眠り型,57.6
2026-08-21,n1a488193c9f5,ソーメン専門店で理解する、やさしいIRの入口,172,0,173,490,66,16,13.47,-0.28,0.0,445.0,258.0,0.0,3.0,0.6,0.3,0.005,0.229,🎆 バースト型,57.6
2026-08-21,n165fc3619e8a,『宇宙珍獣ユル勇者あかね』祭りに乗ったら、創作が暴走した｜AIイラスト｜AIアート｜,157,0,158,753,110,43,14.61,-0.04,0.0,590.0,354.0,0.0,2.0,4.1,0.7,0.008,0.22,🎆 バースト型,57.5
2026-08-21,nc050f21065a6,これは事故か、作品か。｜イラスト｜アート｜生成AI｜,161,0,162,532,84,21,15.79,0.4,0.07,498.0,310.0,0.0,3.0,1.0,0.1,0.001,0.226,🎆 バースト型,57.5
2026-08-21,n49581ca64d63,検証不足の過去記事を見直して気づいた、プロンプト設計の変化|AI活用｜生成AI｜ChatGPT｜Gemini｜,148,0,149,541,76,37,14.05,-0.05,0.0,504.0,319.0,0.0,2.0,0.8,0.3,0.004,0.225,🎆 バースト型,57.5
2026-08-21,n0fdfc6b51e39,AIエージェントによる「脳内同期型」ストレージ整理術,208,0,209,307,38,15,12.38,-0.38,0.0,271.0,133.0,0.0,1.0,0.7,0.1,0.003,0.233,🎆 バースト型,57.5
2026-08-21,neb9f4e6e71c0,「え、なんで動かんの？」から始まるPlotlyの旅 ― 可視化を“対話”に変えるまで,308,29,278,415,11,0,2.65,0.87,0.0,,,,,,,,0.677,❓ データ不足,57.5
2026-08-21,n3fbbbdf5ffdf,ChatGPTでAIパートナーを展示する画像生成AIツールを試してみた｜ChatGPT｜生成AI｜画像生成AI｜,91,0,92,618,127,8,20.55,-0.65,0.07,538.0,337.0,0.0,2.0,27.5,0.4,0.005,0.219,📉 フェード型,57.5
2026-08-21,n2331fbbabd23,ちびキャラ？ワイはSNAP KAITAROで推しの熱量を伝えたい｜AI活用｜画像生成｜生成AI｜,78,0,80,1507,270,32,17.92,-0.83,0.36,1356.0,652.0,0.0,3.0,5.3,0.6,0.003,0.224,🎆 バースト型,57.5
2026-08-21,n6d8c2899094a,かわいいを作ろうとしたら、森の賢者が出てきた話｜AI活用｜生成AI｜画像生成AI｜ChatGPT｜,96,0,97,663,146,29,22.02,0.2,0.21,602.0,399.0,0.0,2.0,30.0,0.4,0.005,0.219,📉 フェード型,57.5
2026-08-21,n6293052c90d8,noteのViewが伸びる『仕組み』を33記事のログで検証｜フォロワー数は打ち上げ台｜飛距離は記事の設計次第｜,163,0,164,509,78,25,15.32,-1.18,0.29,425.0,232.0,0.0,3.0,1.7,0.4,0.007,0.218,🎆 バースト型,57.5
2026-08-21,nc32cbcac11b3,プロンプト、毎回ゼロから書いてしんどくない？｜生成AI｜プロンプト｜制作ログ｜,138,0,139,655,84,10,12.82,0.23,0.07,562.0,326.0,0.0,2.0,1.9,0.6,0.007,0.225,🎆 バースト型,57.5
2026-08-21,na174a3a630f3,5名予定がXX名に。KITAcore召喚企画を5名＋αで続行します｜note｜創作｜AI活用｜生成AI｜,150,0,151,602,75,29,12.46,-0.05,0.0,545.0,311.0,0.0,3.0,2.1,0.1,0.001,0.236,🎆 バースト型,57.5
2026-08-21,n71f8cf9a71aa,【AIアート/イラスト】ヘッダー落ちしたけど気に入ってる１枚　第二弾,247,0,246,296,24,4,8.11,0.1,0.0,150.0,81.0,0.0,3.0,2.0,0.5,0.023,0.287,🎆 バースト型,57.4
2026-08-21,nca814dd2d8da,昔のサムネを見返したら、下手さより“その時の熱”が残ってた話｜Gemini｜デザイン｜note運用｜最近の学び｜,143,0,144,459,69,33,15.03,0.26,0.29,417.0,295.0,0.0,2.0,1.0,0.2,0.003,0.222,🎆 バースト型,57.4
2026-08-21,nbc0a3c6cbc1e,ワイの月間ランキング、ついに攻略ツールが作られてしまう｜note運用｜YOMIASA｜月間ランキング｜過去記事｜,73,0,75,830,99,30,11.93,-0.5,0.14,756.0,436.0,0.0,3.0,2.7,0.2,0.002,0.236,🎆 バースト型,57.4
2026-08-21,n9b42dc1de3fb,ポン出しビルダー、やらかしたかもしれん｜AI画像プロンプト｜テスター募集｜,65,1,66,1120,104,20,9.29,-0.73,0.43,375.0,112.0,4.0,1.0,3.5,0.8,0.015,0.258,🎆 バースト型,57.4
2026-08-21,n8648cb5147d7,604人に支えられて見えた、4月後半のランキングの熱量｜note運用｜note企画｜スキランキング｜,123,-1,125,431,44,17,10.21,0.13,0.0,202.0,67.0,0.0,3.0,0.6,0.2,0.007,0.247,🎆 バースト型,57.4
2026-08-21,n8da8091b30f1,読まれ方でViewは変わるのか。314文字と383文字で実験してみた結果｜note運営｜記事｜,151,0,152,406,61,24,15.02,-0.07,0.57,374.0,262.0,0.0,2.0,0.8,0.1,0.002,0.223,🎆 バースト型,57.4
2026-08-21,n5b867061dec6,Threads再開から始まった、ワイの世界観発掘記録｜画像生成AI｜AIアート｜世界観｜生成AI｜,83,0,84,740,100,37,13.51,-0.6,0.07,1231.0,492.0,0.0,2.0,2.3,0.2,0.001,0.223,🎆 バースト型,57.3
2026-08-21,nd200c8676064,note記事の寿命はわずか5日間？ワイが自分のデータで暴いた『死の谷』の正体,195,0,196,711,135,27,18.99,0.57,0.07,551.0,254.0,0.0,3.0,3.1,0.6,0.008,0.209,🎆 バースト型,57.3
2026-08-21,n334ef1190d54,コラボ企画｜過去作を再利用してクリエイターを召喚する企画｜コラボ創作の新しい形｜画像生成AI｜創作｜実験｜note運用｜,152,0,153,578,78,46,13.49,-0.07,0.0,517.0,309.0,0.0,3.0,2.0,0.2,0.003,0.223,🎆 バースト型,57.3
2026-08-21,n7f472192316e,noteダッシュボードを“分析画面”から“ハブ”に作り直した話｜note運営｜ダッシュボード｜データ分析｜UXデザイン｜,154,0,155,488,66,26,13.52,-0.36,0.14,433.0,287.0,0.0,2.0,1.3,0.3,0.005,0.22,🎆 バースト型,57.3
2026-08-21,nf2b4ab8e3984,プロンプトは“センス”やない。「配合ゲー」として攻略せよ。（後編：配合→継承→デブ対策）,230,0,229,295,50,11,16.95,0.21,0.0,230.0,102.0,2.0,3.0,1.6,0.2,0.006,0.211,🎆 バースト型,57.3
2026-08-21,nb7a3379076f3,神話っぽい世界観にチンアナゴをどう残すか問題｜創作｜AI活用｜召喚企画｜,102,0,102,551,79,29,14.34,0.16,0.07,520.0,374.0,0.0,2.0,0.9,0.2,0.003,0.221,🎆 バースト型,57.3
2026-08-21,ne4ad4d2d731e,深夜に昔の論文を開いたら、AIとの付き合い方が見えた｜AI活用｜生成AI｜学び｜振り返り｜,82,0,83,580,59,0,10.17,-0.49,0.0,794.0,303.0,0.0,2.0,2.8,0.1,0.001,0.252,🎆 バースト型,57.3
