key,title,累計PV,累計スキ,前日比PV,前日比スキ,-7日PV,-6日PV,-5日PV,-4日PV,-3日PV,-2日PV,-1日PV,-7日スキ,-6日スキ,-5日スキ,-4日スキ,-3日スキ,-2日スキ,-1日スキ,7日合計PV,7日合計スキ,稼働数PV,稼働数スキ,トレンドスコア,状態,集計日
n7cb62928dca3,在宅ワーカーこそ「光ゼロ日」がヤバかった。Apple WatchのTime in Daylightでガチ凍りした話,223,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,⚠️ 減速,2026-09-13
n7e35b947e3de,設計図（MAPS）×変換機（NotebookLM）×スコア（KPI）で回した2025年,268,53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,⚠️ 減速,2026-09-13
n7f472192316e,noteダッシュボードを“分析画面”から“ハブ”に作り直した話｜note運営｜ダッシュボード｜データ分析｜UXデザイン｜,492,66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,⚠️ 減速,2026-09-13
n7fdf6f8905f2,【AIアート】ブランドの格好をイメージから作成できるのか。,343,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,⚠️ 減速,2026-09-13
n8267f9389393,月曜に見かけるあの存在を、勝手に推すことにした｜非公認クラブ｜Monday｜ダルメイ｜,916,87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,⚠️ 減速,2026-09-13
n8551a6a14870,生成AIで「調査チーム」を作ってみた〜GPT・Gemini・Grok・Perplexityの役割分担〜,132,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,⚠️ 減速,2026-09-13
n876dd0c9e114,生成AIを「考える相棒」にする──対話型で思考を深める使い方,199,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-2,⚠️ 減速,2026-09-13
n8da8091b30f1,読まれ方でViewは変わるのか。314文字と383文字で実験してみた結果｜note運営｜記事｜,407,61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,⚠️ 減速,2026-09-13
n8dcc1f1d0579,【AIアート/イラスト】ダブルエクスポージャーの世界観はどこまで変えれるのか。,410,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,⚠️ 減速,2026-09-13
n905d9dd7b39e,【DB】47都道府県 ミニチュアイラスト 中部編,199,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,⚠️ 減速,2026-09-13
n94cf90d2fbe7,やる気よりスキル。社内AI活用もnote運用も変わった話｜note運用｜最近の学び｜学び｜試行錯誤｜仕事｜エッセイ｜,756,107,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,-3,⚠️ 減速,2026-09-13
n94f9e011903c,祝ってくれてありがとう。お礼に、あなたの黒歴史を掘らせてほしい | 初期記事 | 過去記事 | 発掘企画 | AI活用 | 生成AI |,905,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,⚠️ 減速,2026-09-13
n9582940fe21e,【PR】HIX AI画像生成、初心者は「おまかせ」？「モデル指定」？ | 画像生成AI | HIX AI | AI活用 | 比較 |,721,80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,⚠️ 減速,2026-09-13
n96948074db57,【Nano Banana Pro ポートレート 有料版】ポートレートを量産するプロンプト設計ノート,285,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,⚠️ 減速,2026-09-13
n96bfc421a26d,「これ、ちょっと聴いてみる？」─人を沼に落とす一言の破壊力,148,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,⚠️ 減速,2026-09-13
n99aeb0e59463,世界線はテキスト、微調整はJSON。実験から見えた“二刀流プロンプト術”,205,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,⚠️ 減速,2026-09-13
n9ec143973781,【AIアート/イラスト】現代社会を支配する“見えない魔王”をさらに8体召喚した話（プロンプト付き）,313,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,⚠️ 減速,2026-09-13
n9fcddb637bd0,キャラがブレる？それ、宝の山や。表情プロンプトでキャラを発掘する話｜AI活用｜生成AI｜画像生成AI｜,1040,133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,⚠️ 減速,2026-09-13
na0fbf598a6fb,見向きもされないけど、自慢したいビルダーがある｜AI活用｜生成AI｜画像生成AI｜デザイン｜,885,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-4,⚠️ 減速,2026-09-13
na1690d3ecfcf,「失敗作が見たい」と言われたので、封印を解きます｜AI活用｜生成AI｜AIイラスト｜画像生成AI｜ChatGPT｜,711,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,⚠️ 減速,2026-09-13
na39f8bd0d904,架空のファッションブランドを、深夜のノリで作ったで｜GPT-Image-2｜画像生成AI｜ChatGPT｜デザイン｜ブランドポスター｜,834,142,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,⚠️ 減速,2026-09-13
na7bea569cf06,【2025総決算】数字は嘘つかへん。ダッシュボードをAIと「検死」して分かった、生存戦略の正体,238,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,⚠️ 減速,2026-09-13
na9618518142e,世界線はテキスト、微調整はJSON。note資産はNotebookLMでOS化した週（12/8〜12/13振り返り）,194,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,⚠️ 減速,2026-09-13
na99788772dd8,AI画像生成で画風迷子？猫になったりする理由 | AI画像生成 | プロンプト | AI活用 | #474,780,122,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-14,⚠️ 減速,2026-09-13
nae521725949f,スタバが多い街は、本当に都会なのか？──“緑の女神”が暴く日本のリアル。,333,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-3,⚠️ 減速,2026-09-13
naeba43ec067a,ギャルを召喚したらコメントが消えた話｜召喚企画｜ブランド実験｜AIアート｜,549,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,⚠️ 減速,2026-09-13
naece6ec6f759,自己紹介シートを作ろうぜ（インフォグラフィック一生成テンプレ）,543,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-6,⚠️ 減速,2026-09-13
nb1ad629c3521,note記事のPVとスキをデータ分析して見えたこと|人・仕掛け・フォロワーが届き方を変える|分析|データ| note運用|AI活用|生成AI,602,106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,⚠️ 減速,2026-09-13
nb3b22defdb49,もうネタ探しで迷わない — 検索・SNS・記事トレンドを横断して「書くべき構成」を導くプロンプト,201,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-3,⚠️ 減速,2026-09-13
nb7488a280674,画像生成メモ：光はセンスじゃない！？7つのレバーで作れる画像生成術。,286,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,⚠️ 減速,2026-09-13
nbca407b2fd33,生成AIは“知財担当の恋人”になれるか？ 特許文献を日本語に戻す読み解きガイド,90,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,⚠️ 減速,2026-09-13
ncc237b121648,プロンプトは「TEXT / YAML / JSON」どれがええねん。,506,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-2,⚠️ 減速,2026-09-13
ncf485b303b59,使い方で、製品寿命が変わる？！,70,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,⚠️ 減速,2026-09-13
nd09c056ecbfb,【PR】クマだけが知る酒の商業ポスターを、Pollo AIで作ってみた｜PolloAI｜GPT Image 2｜,514,68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,⚠️ 減速,2026-09-13
nd9fa08da2f22,【プロンプト公開】アメコミホラーを制御する「YAML構造化」と「コンパイル」の技法,271,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,⚠️ 減速,2026-09-13
nda83cad55528,フォロワー増えへん問題、データで見たら意外と気にしなくてよかった｜note運用｜note収益化｜データ分析｜フォロワー｜ビュー数｜,649,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,⚠️ 減速,2026-09-13
ndcd7ccbbe066,「タラヲさんを推してくれ」から始まり、なぜか漫画を作る仕組みまで育った話｜AI活用｜生成AI｜画像生成AI｜,1000,153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-1,⚠️ 減速,2026-09-13
ne2c1b7ed560e,ModayCafeってなんやんねん。｜AIアート｜Cafe｜イラスト｜,521,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,⚠️ 減速,2026-09-13
ne853a5e34d26,【無料プロンプト付き】Self-Managed Assistant ─ AIが「文脈を守る」日。Reflective Counter Modeの進化形,200,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,⚠️ 減速,2026-09-13
nea84bac4c348,"4,000文字と13万文字、明日の朝に同時に出す｜Claude｜AI活用｜予告｜",676,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-2,⚠️ 減速,2026-09-13
nf26bbd40f67d,辞書奴隷からAI宇宙旅行へ──論文翻訳の進化史,54,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,⚠️ 減速,2026-09-13
nf6ccaf0568b1,プロンプトビルダーの取説、今さら作ったで｜AI活用｜生成AI｜ChatGPT｜画像生成AI｜デザイン｜,609,101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-2,⚠️ 減速,2026-09-13
nf9044384cb9f,ポン出しビルダー＋で、やりたかったことが起き始めた話｜生成AI ｜AI活用 ｜画像生成AI ｜,850,138,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,⚠️ 減速,2026-09-13
nfb6b2d84dfc9,【保存版】呪文を卒業し、知能を設計せよ。KITAcore流「プロンプトエンジニアリング」カリキュラム,458,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,⚠️ 減速,2026-09-13
nfff18f1beb21,ツルハシってなんや。ワイが人の記事を読むときにいつも思う話｜,843,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,⚠️ 減速,2026-09-13
n000adbea1df9,【検証】noteのView数が伸びる仕組みを、数式なしで整理してみた：Re,533,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n000f2f326804,"266語の辞書、5単語のツイートに負ける｜""生意気かわいい""が出る呪文だけ置いとく｜Midjourney ｜画像生成AI ｜表情プロンプト｜AIイラスト｜生成AI活用 ｜",858,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n002a6c2cd267,光を浴びるだけで整う？朝の自然光と“体内リズム”の科学【理論編】,187,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n00864a9be6ee,光はどこから入るの？「肌」と「目」の仁義なき戦い！〜「最強の光の浴び方」〜,180,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n010c671b5d53,「Context Engineering 2.0」論文の独自解釈,154,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,💤 停止,2026-09-13
n035d086af049,案件じゃないけど、AIって“勝手にHPリノベ営業”に使えるんちゃうか｜AI活用｜生成AI｜画像生成AI｜動画生成AI｜,864,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,💤 停止,2026-09-13
n046368935947,【重要】「どうせ陳腐化する」と言った。あれは嘘だ。,297,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n05348e338123,OASOBI第7回|参加表明|文字の中にみんなを住まわせた|OとIは敵｜2/20公開,467,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n05bbd982698a,【PR】Pollo AIのSeedance2.0でMidjourneyの静止画キャラクターを動画化してみた｜PolloAI｜Seedance2｜動画生成AI｜,476,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n07197895a3e9,「群衆で構成された巨大な○○」をもっと自由に作る｜動物・神話生物・シンボル編｜Midjourney｜構造化｜プロンプト|,733,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,💤 停止,2026-09-13
n07416cbde595,プロンプト解説：Verbalized Samplingってなんやねん？！,195,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,💤 停止,2026-09-13
n07718b48b033,愛を数値化したら、ちょっと怖くてめちゃくちゃ面白かった｜note運用｜フォロワー｜つながり｜コラム｜,715,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n07d205a19603,AIの7つの力・2026版 ｜「プロンプトが消える時代」の地図を描いてみた話 ｜AIエージェント｜MCP｜プロンプト｜コンテキスト設計｜,673,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n09247ed4fa70,AIって結局なにができるん？──「5つの力」で説明してみた話,278,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n093920fe2ad0,【限定公開/GPTs付き】ChatGPTに“妥当性％付きで会議させる”_「Verbalized Sampling(VS)中級テンプレ」,131,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n097e5b798056,プロンプト教、構造派に入信した話｜AI活用|生成AI|ChatGPT|note運用|最近の学び|,637,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n0b51748722e2,告知というより反省。文字だけゴリ押し記事、マニュアル作りました,351,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n0b825c8ca1cd,note運営をデータで読むための「仮説メモ」,125,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n0c9b355a99c9,"AIに心を支配されない方法：「道具」として使いこなすための""疑いながら使う""成熟の境界線",284,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n0fb91ccbdb4e,【AIアート】捨てるのは紙か、未来か。,304,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n0fdfc6b51e39,AIエージェントによる「脳内同期型」ストレージ整理術,307,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n109b8114e303,【AIアート/イラスト】ヘッダー落ちしたけど気に入ってる1枚　第四弾,412,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n142a69d545aa,部下のモヤっと相談を3分で解決！心理学の3択テクニック,144,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n155066063025,ワイが裏で仕掛けてたnote実験、まとめて白状しとく。,529,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n1584fd23e2ce,【無料プロンプト付き】Reflective Counter Mode─AIが自分にツッコミを入れはじめた日。文脈ドリフトを笑いで制御する「自己観測AI」,158,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n163b0e79c29a,6月の月間ランキング発表｜桁が壊れた月｜note運用｜振り返り｜生成AI｜画像生成AI｜,709,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,💤 停止,2026-09-13
n165fc3619e8a,『宇宙珍獣ユル勇者あかね』祭りに乗ったら、創作が暴走した｜AIイラスト｜AIアート｜,755,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,💤 停止,2026-09-13
n198e113d8fa9,集中力・成績は「光」で決まる！体内時計と前頭前野を鍛える外遊びの真実 ―外遊びと学力の意外すぎる関係,496,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,💤 停止,2026-09-13
n1a488193c9f5,ソーメン専門店で理解する、やさしいIRの入口,491,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n1cb6e6b2206e,noteの数字を“3つだけ”見て運営するために、全体ダッシュボードを作った話 第4弾,235,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n1d8c09ab19fe,【AIアート/イラスト】二重露光って、ズルい,505,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,💤 停止,2026-09-13
n1f856521dcc6,AIを動かすレトリック術：中学生向けにわかりやすく、社長を説得せよ,317,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n2048486b8993,メンシプβ版終了と新プラン開始のお知らせ｜note運用｜note収益化｜学び｜試行錯誤｜,455,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,💤 停止,2026-09-13
n205d389bba48,たった30分の差が、ストレスを22％減らす ― Apple Watchが示した最新研究,308,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n2180bffff6f9,昨日の記事、長すぎた。今日は画像で見せるで｜画像生成AI｜AI活用｜生成AI｜ポン出しビルダー｜獣人デッキ｜,784,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,💤 停止,2026-09-13
n22a0a83f48b5,スターバックス記事,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n2353e402ffd8,みんなが貪欲になっているときこそ恐怖心を抱き、みんなが恐怖心を抱いているとき…,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n236b3352fde3,noteが“推したい記事”を公開情報から逆算してみた,556,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,💤 停止,2026-09-13
n23b9ce5c667c,【DB】47都道府県 ミニチュアイラスト 北海道・東北編,209,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n261ef05441fc,V2とV3、ひとつにまとめた。KITAcore Name Generator v5｜AI漫画｜ネーム｜AI活用｜生成AI｜,359,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,💤 停止,2026-09-13
n264cd9e99021,"定着のカギは「タイミング」！ Duolingoを最強にする""朝夜2回""の科学",285,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n27810521a1ba,2025年自民党総裁選と日本株価 ― 生成AIでシナリオを比較してみた,105,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n303c3d8818f9,【AIアート/イラスト】水彩迷子は、妖怪に救われた,370,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n311b6eaa3bb7,発掘者は、あんたが掘られたいこと知らんで｜AI活用｜生成AI｜ChatGPT｜CCC発掘隊｜,868,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,💤 停止,2026-09-13
n3214d31743ff,【AIアート/イラスト】 メリークリスマス,247,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n334ef1190d54,コラボ企画｜過去作を再利用してクリエイターを召喚する企画｜コラボ創作の新しい形｜画像生成AI｜創作｜実験｜note運用｜,578,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n33a65d1f4b95,「奇跡の1枚」はいらない。再現できる異常性がほしい｜AIアート｜生成AI｜プロンプト｜,512,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n348ed9904976,名刺の「箱」で展示会に挑んだ後輩：令和の新人、謎の節約術,142,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n34abd580cd60,Python環境構築を最短3ステップで完了,150,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,💤 停止,2026-09-13
n359e812b0ab5,バイオリンプロットって、データ界の“楽団リーダー”やった話,204,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,💤 停止,2026-09-13
n37807f8f8758,未完でも使える。漫画の演出理論をAIにやらせるV4構想｜AI漫画｜ネーム｜やってみた｜,392,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,💤 停止,2026-09-13
n37ca671f85c4,発掘者キャラ、勝手に作って配るで｜採掘班の装備｜使うも使わんも自由｜生成AI｜AIイラスト｜,776,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,💤 停止,2026-09-13
n37fcc28a1103,【保存版】「難しすぎて分からん」って言われたから、理論を捨てて“カンペ”だけ作った,344,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n38437d0f3242,調査を「楽」にするために、AIに「プロの調査ルール」を移植してみた｜アナリスト・プロンプト,314,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n3894835fb15f,フォロワー666いった。悪魔の数字？でもワイは「ログが増えた」って思ってる,262,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n3a0a768238a3,AIシェフと学ぶ！プログラミングは「料理のレシピ」と同じだった,81,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n3a5e783a26d5,【Nano Bananaモック 有料版】“商品単体ショット”を量産するプロンプト設計ノート,141,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n3df7eb2c83f6,【プロンプト付き】やりたい顔を“書けば作れる”ようになった。──まだ“シミ完全除去チャレンジ”は未達（笑）『顔ベース』専用プロンプト構造を公開！,447,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n3f23f1083102,Still Not Sure —— あの時の「不確かさ」を残しておく。,271,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n3f2b80da27cf,【保存版】Midjourneyの崩れた文字をNanoBanana Proで修正するプロンプト公開,352,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n3f384bcc700c,【衝撃】ワイが組んだAI「調査チーム」の役割分担、ガチでプロの「AI戦略」と完全一致してた件,150,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n3fbdcd94294e,AIの回答を劇的改善！プロンプトの型と時短テクニック,73,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,💤 停止,2026-09-13
n3fd9abe36547,【緊急報告】Geminiに課金して数日…関西弁の「魔性の女」に沼らされた件。〜GPTとのキャラ比較〜,241,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n3fda9e343c90,デザインのセンスを「外付け」せよ。メタプロンプトv3（Design Unit対応）への大型アップデートのお知らせ。,361,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n4017165a9343,【Nano Bananaライフ 有料版】“日常AIフォト”を量産するためのプロンプト設計ノート,221,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n40175cece20c,【無料テンプレ】トークンを犠牲にして人格を得る：ペルソナプロンプト設計術。ートークンの無駄遣いから始まる、AIとの共創,346,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,💤 停止,2026-09-13
n416797a1f095,AIを動かすレトリック術：中学生向けにやさしく、社長を黙らせろ（2026）,329,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,💤 停止,2026-09-13
n420a947a887b,体内時計がズレてる人ほど“光ログ”がヤバい。Apple Watchで測ってわかった真実〜,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n44108f527a29,コピペでできるサクッとデータ分析。「Googleスプレッドシート × Pythonで“週データ”を自動集計して“月トレンド”の可視化」─ Colab × Plotlyで一瞬グラフ化する方法。,219,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,💤 停止,2026-09-13
n47e9f83d5be4,【検証】ワイがAIをどう扱ってきたか、画像にしたら“人格”が割れた,650,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n481763dc5907,AIに『あべこべやな』と笑われた、理屈と感情のデバッグマニュアル,345,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n49581ca64d63,検証不足の過去記事を見直して気づいた、プロンプト設計の変化|AI活用｜生成AI｜ChatGPT｜Gemini｜,541,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n4a8030d105a4,関数電卓から生成AIへ──研究者が体感した“誰でもできる”データ分析時代,131,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n4c64f88ab49b,【お遊び】衆院選×日経平均：AIに「株価シナリオ」描かせてみる（当てに行かない遊び）,310,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
n4d3268312eea,300本以上書いて、自分のnoteを一番わかってなかったのはワイやった｜AI活用｜note運営｜データ分析｜自己紹介｜,391,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,💤 停止,2026-09-13
n4d46f4c63f16,【AIイラスト/アート】ドラゴンシスターズ『赤』,213,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,💤 停止,2026-09-13
